ID_REDE;1_REDE_DE_ENSINO;V00_Total de escolas por rede;V01_Escolas sem instalações elétricas;V02_Escolas com instalações elétricas;V03_1. Acesso adequado - fibra;V04_2. Acesso inadequado - menos de 20 km;V05_3. Acesso inadequado - mais de 20 km;V06_4. Acesso inadequado - localização imprecisa;V07_Escolas acima de 1Mbps;V08_Escolas abaixo de 1Mbps;V09_Escolas com medidor;V10_Escolas sem medidor
Municipal - 3114501;Municipal - Carmópolis de Minas;6;0;6;3;3;0;0;0;6;3;3
Municipal - 4219358;Municipal - Vitor Meireles;6;0;6;3;3;0;0;2;4;6;0
Municipal - 3155504;Municipal - Rio Paranaíba;11;0;11;5;5;1;0;0;11;1;10
Municipal - 3303708;Municipal - Paraíba do Sul;28;0;28;20;5;0;3;2;26;9;19
Municipal - 2616407;Municipal - Vitória de Santo Antão;57;0;57;36;21;0;0;2;55;26;31
Municipal - 2614501;Municipal - Surubim;38;0;38;25;13;0;0;3;35;18;20
Municipal - 2930501;Municipal - Serrinha;80;0;80;39;41;0;0;1;79;17;63
Municipal - 2919702;Municipal - Macarani;17;0;17;16;1;0;0;0;17;13;4
Municipal - 3128006;Municipal - Guanhães;13;0;13;7;4;0;2;0;13;4;9
Municipal - 3552304;Municipal - Sud Mennucci;6;0;6;6;0;0;0;2;4;6;0
Municipal - 3549904;Municipal - São José dos Campos;116;0;116;116;0;0;0;0;116;22;94
Municipal - 3136520;Municipal - José Gonçalves de Minas;4;0;4;3;1;0;0;0;4;1;3
Municipal - 3147907;Municipal - Passos;24;0;24;20;4;0;0;1;23;9;15
Municipal - 4306973;Municipal - Erebango;2;0;2;2;0;0;0;0;2;2;0
Municipal - 4124400;Municipal - Santo Antônio do Sudoeste;16;0;16;14;2;0;0;2;14;13;3
Municipal - 3527207;Municipal - Lorena;39;0;39;37;2;0;0;13;26;35;4
Municipal - 2402303;Municipal - Caraúbas;25;0;25;8;17;0;0;0;25;1;24
Municipal - 2704302;Municipal - Maceió;145;0;145;141;4;0;0;5;140;38;107
Municipal - 3305406;Municipal - Sapucaia;17;0;17;6;10;0;1;1;16;2;15
Municipal - 2405306;Municipal - Januário Cicco;12;0;12;6;6;0;0;1;11;5;7
Municipal - 2903805;Municipal - Boa Vista do Tupim;35;0;35;10;5;20;0;3;32;12;23
Municipal - 4314605;Municipal - Piratini;12;0;12;10;1;0;1;2;10;7;5
Municipal - 3523909;Municipal - Itu;65;0;65;64;1;0;0;11;54;48;17
Municipal - 3554508;Municipal - Tietê;30;0;30;27;3;0;0;5;25;7;23
Municipal - 4102000;Municipal - Assis Chateaubriand;20;0;20;20;0;0;0;12;8;20;0
Municipal - 2613909;Municipal - Serra Talhada;63;0;63;39;10;3;11;2;61;26;37
Municipal - 3104205;Municipal - Arcos;13;0;13;11;2;0;0;0;13;3;10
Municipal - 2904902;Municipal - Cachoeira;32;0;32;26;3;0;3;4;28;16;16
Municipal - 4210001;Municipal - Luiz Alves;8;0;8;1;7;0;0;0;8;2;6
Municipal - 4207502;Municipal - Indaial;39;0;39;39;0;0;0;14;25;38;1
Municipal - 4122800;Municipal - Salgado Filho;3;0;3;2;0;0;1;0;3;1;2
Municipal - 3548005;Municipal - Santo Antônio de Posse;16;0;16;16;0;0;0;2;14;14;2
Municipal - 2413102;Municipal - Senador Elói de Souza;6;0;6;4;2;0;0;0;6;2;4
Municipal - 4103602;Municipal - Cambará;8;0;8;8;0;0;0;0;8;5;3
Municipal - 5201405;Municipal - Aparecida de Goiânia;94;0;94;94;0;0;0;7;87;67;27
Municipal - 2910602;Municipal - Esplanada;34;0;34;27;5;0;2;8;26;24;10
Municipal - 2205607;Municipal - Landri Sales;7;0;7;7;0;0;0;1;6;6;1
Municipal - 2910305;Municipal - Elísio Medrado;21;0;21;14;7;0;0;4;17;15;6
Municipal - 4315503;Municipal - Restinga Sêca;10;0;10;7;3;0;0;2;8;8;2
Municipal - 4313060;Municipal - Nova Hartz;13;0;13;12;1;0;0;3;10;8;5
Municipal - 3170503;Municipal - Urucânia;4;0;4;4;0;0;0;0;4;4;0
Municipal - 4302451;Municipal - Boqueirão do Leão;13;0;13;6;7;0;0;3;10;4;9
Municipal - 3524402;Municipal - Jacareí;71;0;71;69;2;0;0;29;42;66;5
Municipal - 2503506;Municipal - Cacimba de Dentro;23;0;23;11;12;0;0;0;23;1;22
Municipal - 3543204;Municipal - Ribeirão do Sul;3;0;3;3;0;0;0;0;3;2;1
Municipal - 2913903;Municipal - Ipiaú;31;0;31;29;2;0;0;6;25;23;8
Municipal - 3304151;Municipal - Quissamã;16;0;16;14;2;0;0;5;11;12;4
Municipal - 4208104;Municipal - Itaiópolis;20;0;20;15;1;0;4;0;20;4;16
Municipal - 4217808;Municipal - Taió;12;0;12;11;1;0;0;4;8;8;4
Municipal - 3150208;Municipal - Piedade de Ponte Nova;2;0;2;2;0;0;0;0;2;2;0
Municipal - 4308433;Municipal - Forquetinha;2;0;2;2;0;0;0;0;2;2;0
Municipal - 2907905;Municipal - Cipó;25;0;25;15;10;0;0;1;24;20;5
Municipal - 2301802;Municipal - Baixio;5;0;5;3;2;0;0;0;5;3;2
Municipal - 2615706;Municipal - Triunfo;13;0;13;10;3;0;0;0;13;7;6
Municipal - 5212006;Municipal - Jaupaci;3;0;3;3;0;0;0;2;1;3;0
Municipal - 2921104;Municipal - Medeiros Neto;34;0;34;24;8;2;0;9;25;20;14
Municipal - 2308302;Municipal - Milagres;18;0;18;13;5;0;0;1;17;8;10
Municipal - 3119500;Municipal - Coronel Murta;7;0;7;4;3;0;0;0;7;2;5
Municipal - 3144375;Municipal - Natalândia;2;0;2;2;0;0;0;0;2;1;1
Municipal - 2914406;Municipal - Iraquara;21;0;21;12;9;0;0;0;21;13;8
Municipal - 3138906;Municipal - Machacalis;5;0;5;5;0;0;0;0;5;2;3
Municipal - 3166006;Municipal - Senhora de Oliveira;3;0;3;2;1;0;0;0;3;1;2
Municipal - 5215207;Municipal - Novo Brasil;2;0;2;2;0;0;0;0;2;2;0
Municipal - 4314472;Municipal - Pinhal Grande;6;0;6;2;4;0;0;0;6;2;4
Municipal - 2931707;Municipal - Terra Nova;16;0;16;13;2;0;1;2;14;13;3
Municipal - 3534302;Municipal - Orlândia;23;0;23;23;0;0;0;0;23;4;19
Municipal - 3507803;Municipal - Brodowski;13;0;13;13;0;0;0;0;13;6;7
Municipal - 2700607;Municipal - Barra de São Miguel;11;0;11;11;0;0;0;0;11;6;5
Municipal - 4305207;Municipal - Cerro Largo;7;0;7;7;0;0;0;3;4;6;1
Municipal - 2926509;Municipal - Ribeira do Amparo;28;0;28;17;9;2;0;1;27;12;16
Municipal - 3501509;Municipal - Alvinlândia;3;0;3;3;0;0;0;0;3;1;2
Municipal - 2307700;Municipal - Maranguape;82;0;82;58;23;0;1;22;60;42;40
Municipal - 4216503;Municipal - São Joaquim;24;0;24;15;8;1;0;2;22;19;5
Municipal - 3111101;Municipal - Campina Verde;7;0;7;4;0;2;1;0;7;4;3
Municipal - 3112109;Municipal - Caparaó;9;0;9;3;6;0;0;1;8;4;5
Municipal - 4119400;Municipal - Piraí do Sul;13;0;13;9;4;0;0;4;9;13;0
Municipal - 2919207;Municipal - Lauro de Freitas;78;0;78;78;0;0;0;11;67;41;37
Municipal - 3303302;Municipal - Niterói;94;0;94;94;0;0;0;5;89;64;30
Municipal - 4205803;Municipal - Garuva;13;0;13;13;0;0;0;5;8;12;1
Municipal - 2409704;Municipal - Pedro Avelino;12;0;12;6;6;0;0;0;12;3;9
Municipal - 5221577;Municipal - Uirapuru;3;0;3;3;0;0;0;0;3;1;2
Municipal - 3137700;Municipal - Lajinha;25;0;25;10;14;0;1;0;25;2;23
Municipal - 3164001;Municipal - São Pedro dos Ferros;4;0;4;4;0;0;0;1;3;4;0
Municipal - 3135506;Municipal - Jequeri;7;0;7;5;0;0;2;1;6;6;1
Municipal - 3126109;Municipal - Formiga;25;0;25;21;4;0;0;0;25;9;16
Municipal - 3501905;Municipal - Amparo;27;0;27;25;2;0;0;4;23;21;6
Municipal - 3537305;Municipal - Penápolis;35;0;35;35;0;0;0;13;22;35;0
Municipal - 2905701;Municipal - Camaçari;98;0;98;93;5;0;0;7;91;41;57
Municipal - 2900801;Municipal - Alcobaça;35;0;35;18;17;0;0;1;34;12;23
Municipal - 4312674;Municipal - Nicolau Vergueiro;2;0;2;2;0;0;0;0;2;1;1
Municipal - 3148004;Municipal - Patos de Minas;34;0;34;28;6;0;0;4;30;11;23
Municipal - 3304706;Municipal - Santo Antônio de Pádua;29;0;29;29;0;0;0;12;17;19;10
Municipal - 3529906;Municipal - Miracatu;18;0;18;11;7;0;0;0;18;1;17
Municipal - 4320230;Municipal - Sede Nova;2;0;2;2;0;0;0;0;2;2;0
Municipal - 2607901;Municipal - Jaboatão dos Guararapes;148;0;148;139;4;0;5;13;135;103;45
Municipal - 3530706;Municipal - Mogi Guaçu;68;0;68;64;4;0;0;3;65;36;32
Municipal - 3301207;Municipal - Carmo;15;0;15;13;2;0;0;2;13;5;10
Municipal - 3529005;Municipal - Marília;60;0;60;60;0;0;0;3;57;60;0
Municipal - 4308854;Municipal - Gentil;3;0;3;3;0;0;0;1;2;3;0
Municipal - 4305405;Municipal - Chiapetta;5;0;5;4;1;0;0;1;4;4;1
Municipal - 3526704;Municipal - Leme;50;0;50;49;1;0;0;16;34;46;4
Estadual - 32;Estadual - Espírito Santo;413;3;410;334;76;2;1;75;338;198;215
Municipal - 4124301;Municipal - Santo Antônio do Paraíso;2;0;2;2;0;0;0;0;2;1;1
Municipal - 4301602;Municipal - Bagé;60;0;60;55;3;2;0;22;38;40;20
Municipal - 2907509;Municipal - Catu;37;0;37;33;2;0;2;4;33;30;7
Municipal - 4321451;Municipal - Teutônia;19;0;19;19;0;0;0;6;13;18;1
Municipal - 2802502;Municipal - General Maynard;4;0;4;4;0;0;0;0;4;4;0
Municipal - 3101508;Municipal - Além Paraíba;14;0;14;11;3;0;0;3;11;7;7
Municipal - 4123600;Municipal - Santa Inês;3;0;3;2;1;0;0;0;3;1;2
Municipal - 2921708;Municipal - Morro do Chapéu;40;0;40;27;8;2;3;1;39;14;26
Municipal - 4103057;Municipal - Boa Vista da Aparecida;9;0;9;6;3;0;0;1;8;5;4
Municipal - 2929057;Municipal - São Félix do Coribe;10;0;10;6;3;1;0;0;10;3;7
Municipal - 3101607;Municipal - Alfenas;25;0;25;19;6;0;0;0;25;3;22
Municipal - 4318309;Municipal - São Gabriel;36;0;36;28;2;3;3;9;27;20;16
Municipal - 3149309;Municipal - Pedro Leopoldo;30;0;30;22;8;0;0;8;22;26;4
Municipal - 3127800;Municipal - Grão Mogol;16;0;16;5;5;6;0;0;16;4;12
Municipal - 4107702;Municipal - Fênix;5;0;5;4;1;0;0;1;4;5;0
Municipal - 4104709;Municipal - Carlópolis;7;0;7;7;0;0;0;4;3;7;0
Municipal - 4110706;Municipal - Irati;38;0;38;36;2;0;0;20;18;34;4
Municipal - 4108809;Municipal - Guaíra;25;0;25;24;1;0;0;0;25;9;16
Municipal - 4209904;Municipal - Lontras;16;0;16;12;4;0;0;0;16;2;14
Municipal - 4201307;Municipal - Araquari;27;0;27;24;1;0;2;17;10;25;2
Municipal - 4214300;Municipal - Rancho Queimado;3;0;3;3;0;0;0;2;1;3;0
Municipal - 4207809;Municipal - Irani;7;0;7;4;3;0;0;0;7;5;2
Municipal - 4305835;Municipal - Coqueiro Baixo;3;0;3;1;1;0;1;0;3;1;2
Municipal - 3139409;Municipal - Manhuaçu;53;0;53;30;23;0;0;1;52;9;44
Municipal - 4309159;Municipal - Gramado Xavier;6;0;6;5;1;0;0;3;3;5;1
Municipal - 3302502;Municipal - Magé;107;0;107;97;9;0;1;8;99;40;67
Municipal - 3529203;Municipal - Martinópolis;11;0;11;11;0;0;0;2;9;8;3
Municipal - 1100700;Municipal - Campo Novo de Rondônia;5;0;5;4;1;0;0;1;4;3;2
Municipal - 1100056;Municipal - Cerejeiras;7;0;7;7;0;0;0;1;6;4;3
Municipal - 1100122;Municipal - Ji-Paraná;32;0;32;27;3;1;1;13;19;22;10
Municipal - 2603207;Municipal - Caetés;16;0;16;10;6;0;0;2;14;11;5
Municipal - 1100130;Municipal - Machadinho D'Oeste;21;0;21;8;6;6;1;3;18;8;13
Municipal - 1101708;Municipal - Urupá;7;0;7;5;2;0;0;0;7;6;1
Estadual - 33;Estadual - Rio de Janeiro;1285;0;1285;1247;37;0;1;66;1219;322;963
Municipal - 1100338;Municipal - Nova Mamoré;43;1;42;26;6;6;5;2;41;11;32
Municipal - 1501402;Municipal - Belém;138;0;138;128;7;0;3;5;133;26;112
Municipal - 1100502;Municipal - Novo Horizonte do Oeste;4;0;4;4;0;0;0;1;3;2;2
Estadual - 23;Estadual - Ceará;750;0;750;623;108;6;13;12;738;82;668
Municipal - 1200344;Municipal - Manoel Urbano;26;11;15;11;6;9;0;1;25;2;24
Municipal - 1200401;Municipal - Rio Branco;80;0;80;77;3;0;0;7;73;31;49
Municipal - 2303709;Municipal - Caucaia;143;0;143;113;29;0;1;16;127;90;53
Municipal - 1200450;Municipal - Senador Guiomard;13;0;13;8;4;1;0;0;13;3;10
Municipal - 1300102;Municipal - Anori;13;5;8;2;0;11;0;0;13;1;12
Municipal - 2303501;Municipal - Cascavel;48;0;48;40;7;0;1;7;41;42;6
Municipal - 1300839;Municipal - Caapiranga;38;6;32;4;0;34;0;0;38;3;35
Estadual - 17;Estadual - Tocantins;500;8;492;352;63;85;0;73;427;268;232
Municipal - 1301100;Municipal - Careiro;44;2;42;10;18;16;0;2;42;7;37
Municipal - 5107875;Municipal - Sapezal;15;0;15;15;0;0;0;2;13;7;8
Municipal - 1303205;Municipal - Novo Airão;21;13;8;8;0;13;0;1;20;8;13
Municipal - 1301852;Municipal - Iranduba;57;0;57;28;27;2;0;1;56;19;38
Municipal - 2203503;Municipal - Elesbão Veloso;16;0;16;12;3;1;0;0;16;1;15
Municipal - 2109502;Municipal - Riachão;23;0;23;11;3;9;0;0;23;6;17
Municipal - 1600709;Municipal - Tartarugalzinho;20;0;20;7;7;6;0;1;19;2;18
Estadual - 14;Estadual - Roraima;369;152;217;92;58;219;0;2;367;40;329
Municipal - 3523107;Municipal - Itaquaquecetuba;71;0;71;71;0;0;0;6;65;46;25
Municipal - 1501576;Municipal - Bom Jesus do Tocantins;13;0;13;9;3;1;0;2;11;9;4
Municipal - 2507606;Municipal - Juarez Távora;11;0;11;5;6;0;0;2;9;4;7
Municipal - 1505502;Municipal - Paragominas;74;0;74;42;10;21;1;15;59;46;28
Municipal - 2609154;Municipal - Manari;20;0;20;3;17;0;0;0;20;1;19
Municipal - 1303403;Municipal - Parintins;146;5;141;97;23;26;0;0;146;39;107
Estadual - 28;Estadual - Sergipe;319;0;319;290;29;0;0;12;307;64;255
Municipal - 1504208;Municipal - Marabá;199;0;199;148;44;7;0;38;161;120;79
Municipal - 2100907;Municipal - Araioses;72;0;72;24;47;1;0;9;63;21;51
Municipal - 1400027;Municipal - Amajari;24;1;23;2;0;22;0;0;24;1;23
Municipal - 1400100;Municipal - Boa Vista;125;0;125;111;13;1;0;3;122;14;111
Municipal - 1400209;Municipal - Caracaraí;19;6;13;1;1;17;0;0;19;1;18
Municipal - 1500107;Municipal - Abaetetuba;169;38;131;67;102;0;0;14;155;50;119
Municipal - 1500131;Municipal - Abel Figueiredo;9;0;9;7;2;0;0;1;8;2;7
Municipal - 1501303;Municipal - Barcarena;100;19;81;40;58;0;2;2;98;21;79
Municipal - 2605707;Municipal - Floresta;41;0;41;16;9;12;4;0;41;2;39
Estadual - 25;Estadual - Paraíba;642;0;642;520;116;5;1;36;606;155;487
Municipal - 2103257;Municipal - Cidelândia;22;0;22;10;11;1;0;4;18;14;8
Municipal - 1502103;Municipal - Cametá;198;25;173;46;95;1;56;2;196;6;192
Municipal - 2409332;Municipal - Santa Maria;6;0;6;1;5;0;0;0;6;1;5
Municipal - 1502202;Municipal - Capanema;35;0;35;28;7;0;0;11;24;20;15
Municipal - 2304202;Municipal - Crato;59;0;59;42;17;0;0;1;58;29;30
Municipal - 1502905;Municipal - Curuçá;51;0;51;31;19;0;1;17;34;28;23
Municipal - 1502939;Municipal - Dom Eliseu;47;2;45;28;4;15;0;6;41;23;24
Municipal - 2102903;Municipal - Carutapera;36;0;36;18;18;0;0;3;33;5;31
Municipal - 4202008;Municipal - Balneário Camboriú;43;0;43;43;0;0;0;0;43;41;2
Municipal - 5000609;Municipal - Amambai;19;0;19;15;4;0;0;4;15;12;7
Municipal - 1507904;Municipal - Soure;21;0;21;13;8;0;0;0;21;9;12
Municipal - 3133600;Municipal - Itapeva;5;0;5;4;1;0;0;0;5;1;4
Municipal - 1505809;Municipal - Portel;162;123;39;56;30;76;0;1;161;12;150
Municipal - 2930709;Municipal - Simões Filho;79;0;79;68;11;0;0;2;77;13;66
Municipal - 3301009;Municipal - Campos dos Goytacazes;231;0;231;191;37;0;3;23;208;83;148
Municipal - 3111002;Municipal - Campestre;9;0;9;7;2;0;0;0;9;4;5
Municipal - 2933208;Municipal - Vera Cruz;44;0;44;23;10;0;11;3;41;15;29
Municipal - 2602100;Municipal - Bom Conselho;37;0;37;28;3;0;6;10;27;26;11
Municipal - 4216305;Municipal - São João Batista;22;0;22;18;4;0;0;0;22;2;20
Municipal - 1600279;Municipal - Laranjal do Jari;25;9;16;17;1;7;0;1;24;10;15
Municipal - 1719004;Municipal - Santa Tereza do Tocantins;2;0;2;2;0;0;0;0;2;2;0
Municipal - 1721307;Municipal - Tupiratins;3;0;3;1;0;2;0;0;3;1;2
Municipal - 3162922;Municipal - São Joaquim de Bicas;11;0;11;10;1;0;0;0;11;1;10
Municipal - 4212809;Municipal - Balneário Piçarras;11;0;11;9;2;0;0;0;11;1;10
Municipal - 2101608;Municipal - Barra do Corda;109;0;109;41;48;20;0;3;106;36;73
Municipal - 2306702;Municipal - Jaguaretama;15;0;15;7;6;2;0;0;15;1;14
Municipal - 2103307;Municipal - Codó;160;3;157;83;54;23;0;16;144;33;127
Estadual - 50;Estadual - Mato Grosso do Sul;350;0;350;322;19;9;0;31;319;260;90
Municipal - 2104008;Municipal - Esperantinópolis;32;0;32;21;11;0;0;3;29;17;15
Municipal - 3118304;Municipal - Conselheiro Lafaiete;32;0;32;27;5;0;0;5;27;19;13
Municipal - 2201606;Municipal - Beneditinos;17;0;17;11;0;6;0;4;13;10;7
Municipal - 5103403;Municipal - Cuiabá;169;0;169;164;1;0;4;50;119;125;44
Municipal - 2210805;Municipal - Simplício Mendes;12;0;12;7;2;3;0;0;12;2;10
Municipal - 2310308;Municipal - Parambu;52;0;52;30;13;1;8;5;47;29;23
Municipal - 2925204;Municipal - Pojuca;16;0;16;15;1;0;0;7;9;16;0
Municipal - 2200806;Municipal - Antônio Almeida;4;0;4;4;0;0;0;1;3;3;1
Municipal - 2206407;Municipal - Monsenhor Gil;17;0;17;12;5;0;0;1;16;8;9
Municipal - 2110203;Municipal - Santa Rita;63;0;63;29;31;3;0;0;63;1;62
Municipal - 2516755;Municipal - Tenório;2;0;2;2;0;0;0;0;2;1;1
Municipal - 2508802;Municipal - Malta;4;0;4;2;2;0;0;0;4;2;2
Municipal - 2603454;Municipal - Camaragibe;28;0;28;28;0;0;0;1;27;9;19
Municipal - 2801207;Municipal - Canindé de São Francisco;20;0;20;8;12;0;0;0;20;1;19
Municipal - 2516102;Municipal - Soledade;11;0;11;6;5;0;0;0;11;1;10
Municipal - 2312908;Municipal - Sobral;73;0;73;68;4;0;1;13;60;56;17
Municipal - 2501575;Municipal - Barra de Santana;18;0;18;3;15;0;0;0;18;1;17
Municipal - 3516309;Municipal - Francisco Morato;49;0;49;49;0;0;0;0;49;2;47
Municipal - 2205508;Municipal - José de Freitas;30;0;30;21;9;0;0;0;30;2;28
Municipal - 2516151;Municipal - Sossêgo;5;0;5;2;3;0;0;0;5;1;4
Municipal - 3202454;Municipal - Ibatiba;15;0;15;10;5;0;0;0;15;4;11
Municipal - 4114807;Municipal - Marialva;14;0;14;12;2;0;0;0;14;5;9
Municipal - 4210506;Municipal - Maravilha;14;0;14;13;1;0;0;2;12;6;8
Municipal - 2516508;Municipal - Taperoá;14;0;14;11;3;0;0;0;14;5;9
Municipal - 4201950;Municipal - Balneário Arroio do Silva;6;0;6;6;0;0;0;0;6;1;5
Municipal - 2303204;Municipal - Caririaçu;20;0;20;5;13;0;2;0;20;3;17
Municipal - 3534708;Municipal - Ourinhos;45;0;45;43;2;0;0;8;37;11;34
Municipal - 2308104;Municipal - Mauriti;39;0;39;37;1;0;1;2;37;13;26
Municipal - 2301109;Municipal - Aracati;49;0;49;42;7;0;0;5;44;34;15
Municipal - 2512507;Municipal - Queimadas;28;0;28;15;13;0;0;0;28;5;23
Municipal - 2507507;Municipal - João Pessoa;186;0;186;186;0;0;0;6;180;32;154
Municipal - 2304509;Municipal - Frecheirinha;18;0;18;11;7;0;0;0;18;9;9
Municipal - 4204509;Municipal - Corupá;8;0;8;8;0;0;0;2;6;8;0
Municipal - 2609402;Municipal - Moreno;24;0;24;19;5;0;0;1;23;3;21
Municipal - 2312403;Municipal - São Gonçalo do Amarante;48;0;48;45;2;0;1;18;30;38;10
Municipal - 2400703;Municipal - Alto do Rodrigues;11;0;11;10;1;0;0;3;8;8;3
Municipal - 2403251;Municipal - Parnamirim;67;0;67;67;0;0;0;13;54;38;29
Municipal - 2411700;Municipal - São Bento do Trairí;2;0;2;2;0;0;0;0;2;2;0
Municipal - 2608909;Municipal - Limoeiro;26;0;26;21;5;0;0;0;26;8;18
Municipal - 2503308;Municipal - Cachoeira dos Índios;5;0;5;2;3;0;0;1;4;2;3
Municipal - 2611408;Municipal - Primavera;12;0;12;4;8;0;0;0;12;2;10
Municipal - 4103909;Municipal - Campina da Lagoa;10;0;10;10;0;0;0;6;4;10;0
Municipal - 2612000;Municipal - Sairé;14;0;14;5;9;0;0;0;14;1;13
Municipal - 3501608;Municipal - Americana;50;0;50;50;0;0;0;0;50;1;49
Municipal - 2933000;Municipal - Valente;30;0;30;26;4;0;0;5;25;19;11
Municipal - 2616209;Municipal - Vertentes;14;0;14;8;6;0;0;0;14;1;13
Municipal - 3300209;Municipal - Araruama;84;0;84;77;3;0;4;3;81;7;77
Municipal - 3110905;Municipal - Campanha;7;0;7;7;0;0;0;3;4;7;0
Municipal - 2703502;Municipal - Jacuípe;8;0;8;4;4;0;0;0;8;2;6
Municipal - 2704104;Municipal - Lagoa da Canoa;23;0;23;8;15;0;0;0;23;2;21
Municipal - 2704708;Municipal - Marechal Deodoro;25;0;25;24;1;0;0;0;25;7;18
Municipal - 3302858;Municipal - Mesquita;39;0;39;39;0;0;0;8;31;21;18
Municipal - 2804706;Municipal - Nossa Senhora de Lourdes;6;0;6;1;5;0;0;0;6;1;5
Municipal - 2805604;Municipal - Porto da Folha;23;0;23;11;12;0;0;1;22;10;13
Municipal - 2901601;Municipal - Antas;20;0;20;16;4;0;0;5;15;16;4
Municipal - 2918100;Municipal - Jeremoabo;61;0;61;41;15;5;0;2;59;18;43
Municipal - 2903201;Municipal - Barreiras;71;0;71;66;2;0;3;5;66;27;44
Municipal - 2904605;Municipal - Brumado;34;0;34;31;2;0;1;1;33;25;9
Municipal - 2905008;Municipal - Caculé;16;1;15;15;1;0;0;3;13;11;5
Municipal - 2906303;Municipal - Canavieiras;41;2;39;27;14;0;0;2;39;4;37
Municipal - 2907608;Municipal - Central;12;0;12;5;7;0;0;0;12;1;11
Municipal - 2907806;Municipal - Cícero Dantas;20;0;20;16;4;0;0;0;20;19;1
Municipal - 4312401;Municipal - Montenegro;28;0;28;26;1;0;1;0;28;12;16
Municipal - 3157807;Municipal - Santa Luzia;34;0;34;30;2;0;2;0;34;2;32
Municipal - 2910800;Municipal - Feira de Santana;205;0;205;139;49;0;17;1;204;50;155
Municipal - 2911907;Municipal - Iaçu;46;0;46;29;14;1;2;2;44;14;32
Municipal - 3145901;Municipal - Ouro Branco;18;0;18;15;3;0;0;5;13;12;6
Municipal - 2914653;Municipal - Itabela;16;0;16;12;4;0;0;1;15;13;3
Municipal - 2916401;Municipal - Itapetinga;42;0;42;41;1;0;0;12;30;39;3
Municipal - 2933158;Municipal - Várzea Nova;10;0;10;6;4;0;0;1;9;4;6
Municipal - 2917706;Municipal - Jaguarari;36;0;36;22;10;2;2;0;36;5;31
Municipal - 2919306;Municipal - Lençóis;13;0;13;8;4;1;0;0;13;1;12
Municipal - 2920809;Municipal - Marcionílio Souza;18;0;18;10;3;5;0;1;17;6;12
Municipal - 3300803;Municipal - Cachoeiras de Macacu;32;0;32;22;10;0;0;2;30;11;21
Municipal - 2924504;Municipal - Pindaí;17;1;16;4;13;0;0;0;17;3;14
Municipal - 3136702;Municipal - Juiz de Fora;132;0;132;123;9;0;0;27;105;73;59
Municipal - 2928208;Municipal - Santana;23;0;23;12;9;2;0;1;22;16;7
Municipal - 2928604;Municipal - Santo Amaro;62;0;62;38;16;0;8;9;53;26;36
Municipal - 2928703;Municipal - Santo Antônio de Jesus;50;0;50;35;15;0;0;2;48;8;42
Municipal - 3204807;Municipal - São José do Calçado;10;0;10;3;7;0;0;2;8;3;7
Municipal - 2930303;Municipal - Serra Dourada;10;0;10;8;2;0;0;0;10;8;2
Municipal - 2930766;Municipal - Sítio do Quinto;22;0;22;8;14;0;0;1;21;3;19
Municipal - 2931202;Municipal - Taperoá;51;0;51;30;20;0;1;7;44;14;37
Municipal - 2932002;Municipal - Uauá;28;0;28;15;9;2;2;1;27;2;26
Municipal - 2933455;Municipal - Wanderley;25;0;25;7;0;18;0;1;24;8;17
Municipal - 3102050;Municipal - Alto Caparaó;3;0;3;3;0;0;0;0;3;1;2
Municipal - 3168606;Municipal - Teófilo Otoni;59;0;59;31;24;4;0;0;59;7;52
Municipal - 3520426;Municipal - Ilha Comprida;9;0;9;8;1;0;0;0;9;3;6
Municipal - 3109808;Municipal - Cachoeira Dourada;2;0;2;2;0;0;0;0;2;1;1
Municipal - 3205002;Municipal - Serra;143;0;143;142;0;0;1;14;129;33;110
Municipal - 3115508;Municipal - Caxambu;9;0;9;9;0;0;0;0;9;2;7
Municipal - 3116605;Municipal - Cláudio;11;0;11;9;2;0;0;1;10;2;9
Municipal - 3117900;Municipal - Congonhal;3;0;3;3;0;0;0;0;3;2;1
Municipal - 3118007;Municipal - Congonhas;30;0;30;29;1;0;0;12;18;26;4
Municipal - 3161304;Municipal - São Francisco de Sales;3;0;3;3;0;0;0;0;3;1;2
Municipal - 3127206;Municipal - Funilândia;3;0;3;2;1;0;0;0;3;1;2
Municipal - 3128709;Municipal - Guaxupé;16;0;16;15;1;0;0;0;16;2;14
Municipal - 3130408;Municipal - Ijaci;3;0;3;3;0;0;0;0;3;1;2
Municipal - 3130507;Municipal - Ilicínea;3;0;3;3;0;0;0;1;2;2;1
Municipal - 5206206;Municipal - Cristalina;26;0;26;22;4;0;0;8;18;24;2
Municipal - 5100102;Municipal - Acorizal;4;0;4;1;3;0;0;0;4;1;3
Municipal - 3131505;Municipal - Ipuiúna;5;0;5;4;1;0;0;1;4;5;0
Municipal - 3131703;Municipal - Itabira;33;0;33;25;8;0;0;1;32;5;28
Municipal - 3132404;Municipal - Itajubá;33;0;33;31;2;0;0;12;21;19;14
Municipal - 3134400;Municipal - Iturama;13;0;13;13;0;0;0;2;11;13;0
Municipal - 3132503;Municipal - Itamarandiba;27;0;27;11;14;1;1;1;26;7;20
Municipal - 3132602;Municipal - Itamarati de Minas;2;0;2;2;0;0;0;0;2;1;1
Municipal - 3139508;Municipal - Manhumirim;12;0;12;9;3;0;0;0;12;2;10
Municipal - 4313409;Municipal - Novo Hamburgo;90;0;90;89;1;0;0;49;41;68;22
