"uf","municipios","esfera","status"
CE,-,Estatual,Não iniciado
CE,Abaiara,Municipal,Não iniciado
CE,Acarape,Municipal,Não iniciado
CE,Acaraú,Municipal,Não iniciado
CE,Acopiara,Municipal,Não iniciado
CE,Aiuaba,Municipal,Não iniciado
CE,Alcântaras,Municipal,Não iniciado
CE,Altaneira,Municipal,Não iniciado
CE,Alto Santo,Municipal,Não iniciado
CE,Amontada,Municipal,Não iniciado
CE,Antonina do Norte,Municipal,Não iniciado
CE,Apuiarés,Municipal,Não iniciado
CE,Aquiraz,Municipal,Não iniciado
CE,Aracati,Municipal,Não iniciado
CE,Aracoiaba,Municipal,Não iniciado
CE,Ararendá,Municipal,Não iniciado
CE,Araripe,Municipal,Não iniciado
CE,Aratuba,Municipal,Não iniciado
CE,Arneiroz,Municipal,Não iniciado
CE,Assaré,Municipal,Não iniciado
CE,Aurora,Municipal,Não iniciado
CE,Baixio,Municipal,Não iniciado
CE,Banabuiú,Municipal,Não iniciado
CE,Barbalha,Municipal,Não iniciado
CE,Barreira,Municipal,Não iniciado
CE,Barro,Municipal,Não iniciado
CE,Barroquinha,Municipal,Não iniciado
CE,Baturité,Municipal,Não iniciado
CE,Beberibe,Municipal,Não iniciado
CE,Bela Cruz,Municipal,Não iniciado
CE,Boa Viagem,Municipal,Não iniciado
CE,Brejo Santo,Municipal,Não iniciado
CE,Camocim,Municipal,Não iniciado
CE,Campos Sales,Municipal,Não iniciado
CE,Canindé,Municipal,Não iniciado
CE,Capistrano,Municipal,Não iniciado
CE,Caridade,Municipal,Não iniciado
CE,Cariré,Municipal,Não iniciado
CE,Caririaçu,Municipal,Não iniciado
CE,Cariús,Municipal,Não iniciado
CE,Carnaubal,Municipal,Não iniciado
CE,Cascavel,Municipal,Não iniciado
CE,Catarina,Municipal,Não iniciado
CE,Catunda,Municipal,Não iniciado
CE,Caucaia,Municipal,Não iniciado
CE,Cedro,Municipal,Não iniciado
CE,Chaval,Municipal,Não iniciado
CE,Choró,Municipal,Não iniciado
CE,Chorozinho,Municipal,Não iniciado
CE,Coreaú,Municipal,Não iniciado
CE,Crateús,Municipal,Não iniciado
CE,Crato,Municipal,Não iniciado
CE,Croatá,Municipal,Não iniciado
CE,Cruz,Municipal,Não iniciado
CE,Deputado Irapuan Pinheiro,Municipal,Não iniciado
CE,Ererê,Municipal,Não iniciado
CE,Eusébio,Municipal,Não iniciado
CE,Farias Brito,Municipal,Não iniciado
CE,Forquilha,Municipal,Não iniciado
CE,Fortaleza,Municipal,Não iniciado
CE,Fortim,Municipal,Não iniciado
CE,Frecheirinha,Municipal,Não iniciado
CE,General Sampaio,Municipal,Não iniciado
CE,Graça,Municipal,Não iniciado
CE,Granja,Municipal,Não iniciado
CE,Granjeiro,Municipal,Não iniciado
CE,Groaíras,Municipal,Não iniciado
CE,Guaiúba,Municipal,Não iniciado
CE,Guaraciaba do Norte,Municipal,Não iniciado
CE,Guaramiranga,Municipal,Não iniciado
CE,Hidrolândia,Municipal,Não iniciado
CE,Horizonte,Municipal,Não iniciado
CE,Ibaretama,Municipal,Não iniciado
CE,Ibiapina,Municipal,Não iniciado
CE,Ibicuitinga,Municipal,Não iniciado
CE,Icapuí,Municipal,Não iniciado
CE,Icó,Municipal,Não iniciado
CE,Iguatu,Municipal,Não iniciado
CE,Independência,Municipal,Não iniciado
CE,Ipaporanga,Municipal,Não iniciado
CE,Ipaumirim,Municipal,Não iniciado
CE,Ipu,Municipal,Não iniciado
CE,Ipueiras,Municipal,Não iniciado
CE,Iracema,Municipal,Não iniciado
CE,Irauçuba,Municipal,Não iniciado
CE,Itaiçaba,Municipal,Não iniciado
CE,Itaitinga,Municipal,Não iniciado
CE,Itapagé,Municipal,Não iniciado
CE,Itapipoca,Municipal,Não iniciado
CE,Itapiúna,Municipal,Não iniciado
CE,Itarema,Municipal,Não iniciado
CE,Itatira,Municipal,Não iniciado
CE,Jaguaretama,Municipal,Não iniciado
CE,Jaguaribara,Municipal,Não iniciado
CE,Jaguaribe,Municipal,Não iniciado
CE,Jaguaruana,Municipal,Não iniciado
CE,Jardim,Municipal,Não iniciado
CE,Jati,Municipal,Não iniciado
CE,Jijoca de Jericoacoara,Municipal,Não iniciado
CE,Juazeiro do Norte,Municipal,Não iniciado
CE,Jucás,Municipal,Não iniciado
CE,Lavras da Mangabeira,Municipal,Não iniciado
CE,Limoeiro do Norte,Municipal,Não iniciado
CE,Madalena,Municipal,Não iniciado
CE,Maracanaú,Municipal,Não iniciado
CE,Maranguape,Municipal,Não iniciado
CE,Marco,Municipal,Não iniciado
CE,Martinópole,Municipal,Não iniciado
CE,Massapê,Municipal,Não iniciado
CE,Mauriti,Municipal,Não iniciado
CE,Meruoca,Municipal,Não iniciado
CE,Milagres,Municipal,Não iniciado
CE,Milhã,Municipal,Não iniciado
CE,Miraíma,Municipal,Não iniciado
CE,Missão Velha,Municipal,Não iniciado
CE,Mombaça,Municipal,Não iniciado
CE,Monsenhor Tabosa,Municipal,Não iniciado
CE,Morada Nova,Municipal,Não iniciado
CE,Moraújo,Municipal,Não iniciado
CE,Morrinhos,Municipal,Não iniciado
CE,Mucambo,Municipal,Não iniciado
CE,Mulungu,Municipal,Não iniciado
CE,Nova Olinda,Municipal,Não iniciado
CE,Nova Russas,Municipal,Não iniciado
CE,Novo Oriente,Municipal,Não iniciado
CE,Ocara,Municipal,Não iniciado
CE,Orós,Municipal,Não iniciado
CE,Pacajus,Municipal,Não iniciado
CE,Pacatuba,Municipal,Não iniciado
CE,Pacoti,Municipal,Não iniciado
CE,Pacujá,Municipal,Não iniciado
CE,Palhano,Municipal,Não iniciado
CE,Palmácia,Municipal,Não iniciado
CE,Paracuru,Municipal,Não iniciado
CE,Paraipaba,Municipal,Não iniciado
CE,Parambu,Municipal,Não iniciado
CE,Paramoti,Municipal,Não iniciado
CE,Pedra Branca,Municipal,Não iniciado
CE,Penaforte,Municipal,Não iniciado
CE,Pentecoste,Municipal,Não iniciado
CE,Pereiro,Municipal,Não iniciado
CE,Pindoretama,Municipal,Não iniciado
CE,Piquet Carneiro,Municipal,Não iniciado
CE,Pires Ferreira,Municipal,Não iniciado
CE,Poranga,Municipal,Não iniciado
CE,Porteiras,Municipal,Não iniciado
CE,Potengi,Municipal,Não iniciado
CE,Potiretama,Municipal,Não iniciado
CE,Quiterianópolis,Municipal,Não iniciado
CE,Quixadá,Municipal,Não iniciado
CE,Quixelô,Municipal,Não iniciado
CE,Quixeramobim,Municipal,Não iniciado
CE,Quixeré,Municipal,Não iniciado
CE,Redenção,Municipal,Não iniciado
CE,Reriutaba,Municipal,Não iniciado
CE,Russas,Municipal,Não iniciado
CE,Saboeiro,Municipal,Não iniciado
CE,Salitre,Municipal,Não iniciado
CE,Santana do Acaraú,Municipal,Não iniciado
CE,Santana do Cariri,Municipal,Não iniciado
CE,Santa Quitéria,Municipal,Não iniciado
CE,São Benedito,Municipal,Não iniciado
CE,São Gonçalo do Amarante,Municipal,Não iniciado
CE,São João do Jaguaribe,Municipal,Não iniciado
CE,São Luís do Curu,Municipal,Não iniciado
CE,Senador Pompeu,Municipal,Não iniciado
CE,Senador Sá,Municipal,Não iniciado
CE,Sobral,Municipal,Não iniciado
CE,Solonópole,Municipal,Não iniciado
CE,Tabuleiro do Norte,Municipal,Não iniciado
CE,Tamboril,Municipal,Não iniciado
CE,Tarrafas,Municipal,Não iniciado
CE,Tauá,Municipal,Não iniciado
CE,Tejuçuoca,Municipal,Não iniciado
CE,Tianguá,Municipal,Não iniciado
CE,Trairi,Municipal,Não iniciado
CE,Tururu,Municipal,Não iniciado
CE,Ubajara,Municipal,Não iniciado
CE,Umari,Municipal,Não iniciado
CE,Umirim,Municipal,Não iniciado
CE,Uruburetama,Municipal,Não iniciado
CE,Uruoca,Municipal,Não iniciado
CE,Varjota,Municipal,Não iniciado
CE,Várzea Alegre,Municipal,Não iniciado
CE,Viçosa do Ceará,Municipal,Não iniciado
DF,-,Estatual,Não iniciado
DF,Brasília,Municipal,Não iniciado
ES,-,Estatual,Não iniciado
ES,Afonso Cláudio,Municipal,Não iniciado
ES,Água Doce do Norte,Municipal,Não iniciado
ES,Águia Branca,Municipal,Não iniciado
ES,Alegre,Municipal,Não iniciado
ES,Alfredo Chaves,Municipal,Não iniciado
ES,Alto Rio Novo,Municipal,Não iniciado
ES,Anchieta,Municipal,Não iniciado
ES,Apiacá,Municipal,Não iniciado
ES,Aracruz,Municipal,Não iniciado
ES,Atilio Vivacqua,Municipal,Não iniciado
ES,Baixo Guandu,Municipal,Não iniciado
ES,Barra de São Francisco,Municipal,Não iniciado
ES,Boa Esperança,Municipal,Não iniciado
ES,Bom Jesus do Norte,Municipal,Não iniciado
ES,Brejetuba,Municipal,Não iniciado
ES,Cachoeiro de Itapemirim,Municipal,Não iniciado
ES,Cariacica,Municipal,Não iniciado
ES,Castelo,Municipal,Não iniciado
ES,Colatina,Municipal,Não iniciado
ES,Conceição da Barra,Municipal,Não iniciado
ES,Conceição do Castelo,Municipal,Não iniciado
ES,Divino de São Lourenço,Municipal,Não iniciado
ES,Domingos Martins,Municipal,Não iniciado
ES,Dores do Rio Preto,Municipal,Não iniciado
ES,Ecoporanga,Municipal,Não iniciado
ES,Fundão,Municipal,Não iniciado
ES,Governador Lindenberg,Municipal,Não iniciado
ES,Guaçuí,Municipal,Não iniciado
ES,Guarapari,Municipal,Não iniciado
ES,Ibatiba,Municipal,Não iniciado
ES,Ibiraçu,Municipal,Não iniciado
ES,Ibitirama,Municipal,Não iniciado
ES,Iconha,Municipal,Não iniciado
ES,Irupi,Municipal,Não iniciado
ES,Itaguaçu,Municipal,Não iniciado
ES,Itapemirim,Municipal,Não iniciado
ES,Itarana,Municipal,Não iniciado
ES,Iúna,Municipal,Não iniciado
ES,Jaguaré,Municipal,Não iniciado
ES,Jerônimo Monteiro,Municipal,Não iniciado
ES,João Neiva,Municipal,Não iniciado
ES,Laranja da Terra,Municipal,Não iniciado
ES,Linhares,Municipal,Não iniciado
ES,Mantenópolis,Municipal,Não iniciado
ES,Marataízes,Municipal,Não iniciado
ES,Marechal Floriano,Municipal,Não iniciado
ES,Marilândia,Municipal,Não iniciado
ES,Mimoso do Sul,Municipal,Não iniciado
ES,Montanha,Municipal,Não iniciado
ES,Mucurici,Municipal,Não iniciado
ES,Muniz Freire,Municipal,Não iniciado
ES,Muqui,Municipal,Não iniciado
ES,Nova Venécia,Municipal,Não iniciado
ES,Pancas,Municipal,Não iniciado
ES,Pedro Canário,Municipal,Não iniciado
ES,Pinheiros,Municipal,Não iniciado
ES,Piúma,Municipal,Não iniciado
ES,Ponto Belo,Municipal,Não iniciado
ES,Presidente Kennedy,Municipal,Não iniciado
ES,Rio Bananal,Municipal,Não iniciado
ES,Rio Novo do Sul,Municipal,Não iniciado
ES,Santa Leopoldina,Municipal,Não iniciado
ES,Santa Maria de Jetibá,Municipal,Não iniciado
ES,Santa Teresa,Municipal,Não iniciado
ES,São Domingos do Norte,Municipal,Não iniciado
ES,São Gabriel da Palha,Municipal,Não iniciado
ES,São José do Calçado,Municipal,Não iniciado
ES,São Mateus,Municipal,Não iniciado
ES,São Roque do Canaã,Municipal,Não iniciado
ES,Serra,Municipal,Não iniciado
ES,Sooretama,Municipal,Não iniciado
ES,Vargem Alta,Municipal,Não iniciado
ES,Venda Nova do Imigrante,Municipal,Não iniciado
ES,Viana,Municipal,Não iniciado
ES,Vila Pavão,Municipal,Não iniciado
ES,Vila Valério,Municipal,Não iniciado
ES,Vila Velha,Municipal,Não iniciado
ES,Vitória,Municipal,Não iniciado
GO,-,Estatual,Não iniciado
GO,Abadia de Goiás,Municipal,Não iniciado
GO,Abadiânia,Municipal,Não iniciado
GO,Acreúna,Municipal,Não iniciado
GO,Adelândia,Municipal,Não iniciado
GO,Água Fria de Goiás,Municipal,Não iniciado
GO,Água Limpa,Municipal,Não iniciado
GO,Águas Lindas de Goiás,Municipal,Não iniciado
GO,Alexânia,Municipal,Não iniciado
GO,Aloândia,Municipal,Não iniciado
GO,Alto Horizonte,Municipal,Não iniciado
GO,Alto Paraíso de Goiás,Municipal,Não iniciado
GO,Alvorada do Norte,Municipal,Não iniciado
GO,Amaralina,Municipal,Não iniciado
GO,Americano do Brasil,Municipal,Não iniciado
GO,Amorinópolis,Municipal,Não iniciado
GO,Anápolis,Municipal,Não iniciado
GO,Anhanguera,Municipal,Não iniciado
GO,Anicuns,Municipal,Não iniciado
GO,Aparecida de Goiânia,Municipal,Não iniciado
GO,Aparecida do Rio Doce,Municipal,Não iniciado
GO,Aporé,Municipal,Não iniciado
GO,Araçu,Municipal,Não iniciado
GO,Aragarças,Municipal,Não iniciado
GO,Aragoiânia,Municipal,Não iniciado
GO,Araguapaz,Municipal,Não iniciado
GO,Arenópolis,Municipal,Não iniciado
GO,Aruanã,Municipal,Não iniciado
GO,Aurilândia,Municipal,Não iniciado
GO,Avelinópolis,Municipal,Não iniciado
GO,Baliza,Municipal,Não iniciado
GO,Barro Alto,Municipal,Não iniciado
GO,Bela Vista de Goiás,Municipal,Não iniciado
GO,Bom Jardim de Goiás,Municipal,Não iniciado
GO,Bom Jesus de Goiás,Municipal,Não iniciado
GO,Bonfinópolis,Municipal,Não iniciado
GO,Bonópolis,Municipal,Não iniciado
GO,Brazabrantes,Municipal,Não iniciado
GO,Britânia,Municipal,Não iniciado
GO,Buriti Alegre,Municipal,Não iniciado
GO,Buriti de Goiás,Municipal,Não iniciado
GO,Buritinópolis,Municipal,Não iniciado
GO,Cabeceiras,Municipal,Não iniciado
GO,Cachoeira Alta,Municipal,Não iniciado
GO,Cachoeira de Goiás,Municipal,Não iniciado
GO,Cachoeira Dourada,Municipal,Não iniciado
GO,Caçu,Municipal,Não iniciado
GO,Caiapônia,Municipal,Não iniciado
GO,Caldas Novas,Municipal,Não iniciado
GO,Caldazinha,Municipal,Não iniciado
GO,Campestre de Goiás,Municipal,Não iniciado
GO,Campinaçu,Municipal,Não iniciado
GO,Campinorte,Municipal,Não iniciado
GO,Campo Alegre de Goiás,Municipal,Não iniciado
GO,Campo Limpo de Goiás,Municipal,Não iniciado
GO,Campos Belos,Municipal,Não iniciado
GO,Campos Verdes,Municipal,Não iniciado
GO,Carmo do Rio Verde,Municipal,Não iniciado
GO,Castelândia,Municipal,Não iniciado
GO,Catalão,Municipal,Não iniciado
GO,Caturaí,Municipal,Não iniciado
GO,Cavalcante,Municipal,Não iniciado
GO,Ceres,Municipal,Não iniciado
GO,Cezarina,Municipal,Não iniciado
GO,Chapadão do Céu,Municipal,Não iniciado
GO,Cidade Ocidental,Municipal,Não iniciado
GO,Cocalzinho de Goiás,Municipal,Não iniciado
GO,Colinas do Sul,Municipal,Não iniciado
GO,Córrego do Ouro,Municipal,Não iniciado
GO,Corumbá de Goiás,Municipal,Não iniciado
GO,Corumbaíba,Municipal,Não iniciado
GO,Cristalina,Municipal,Não iniciado
GO,Cristianópolis,Municipal,Não iniciado
GO,Crixás,Municipal,Não iniciado
GO,Cromínia,Municipal,Não iniciado
GO,Cumari,Municipal,Não iniciado
GO,Damianópolis,Municipal,Não iniciado
GO,Damolândia,Municipal,Não iniciado
GO,Davinópolis,Municipal,Não iniciado
GO,Diorama,Municipal,Não iniciado
GO,Divinópolis de Goiás,Municipal,Não iniciado
GO,Doverlândia,Municipal,Não iniciado
GO,Edealina,Municipal,Não iniciado
GO,Edéia,Municipal,Não iniciado
GO,Estrela do Norte,Municipal,Não iniciado
GO,Faina,Municipal,Não iniciado
GO,Fazenda Nova,Municipal,Não iniciado
GO,Firminópolis,Municipal,Não iniciado
GO,Flores de Goiás,Municipal,Não iniciado
GO,Formosa,Municipal,Não iniciado
GO,Formoso,Municipal,Não iniciado
GO,Gameleira de Goiás,Municipal,Não iniciado
GO,Goianápolis,Municipal,Não iniciado
GO,Goiandira,Municipal,Não iniciado
GO,Goianésia,Municipal,Não iniciado
GO,Goiânia,Municipal,Não iniciado
GO,Goianira,Municipal,Não iniciado
GO,Goiás,Municipal,Não iniciado
GO,Goiatuba,Municipal,Não iniciado
GO,Gouvelândia,Municipal,Não iniciado
GO,Guapó,Municipal,Não iniciado
GO,Guaraíta,Municipal,Não iniciado
GO,Guarani de Goiás,Municipal,Não iniciado
GO,Guarinos,Municipal,Não iniciado
GO,Heitoraí,Municipal,Não iniciado
GO,Hidrolândia,Municipal,Não iniciado
GO,Hidrolina,Municipal,Não iniciado
GO,Iaciara,Municipal,Não iniciado
GO,Inaciolândia,Municipal,Não iniciado
GO,Indiara,Municipal,Não iniciado
GO,Inhumas,Municipal,Não iniciado
GO,Ipameri,Municipal,Não iniciado
GO,Ipiranga de Goiás,Municipal,Não iniciado
GO,Iporá,Municipal,Não iniciado
GO,Israelândia,Municipal,Não iniciado
GO,Itaberaí,Municipal,Não iniciado
GO,Itaguari,Municipal,Não iniciado
GO,Itaguaru,Municipal,Não iniciado
GO,Itajá,Municipal,Não iniciado
GO,Itapaci,Municipal,Não iniciado
GO,Itapirapuã,Municipal,Não iniciado
GO,Itapuranga,Municipal,Não iniciado
GO,Itarumã,Municipal,Não iniciado
GO,Itauçu,Municipal,Não iniciado
GO,Itumbiara,Municipal,Não iniciado
GO,Ivolândia,Municipal,Não iniciado
GO,Jandaia,Municipal,Não iniciado
GO,Jaraguá,Municipal,Não iniciado
GO,Jataí,Municipal,Não iniciado
GO,Jaupaci,Municipal,Não iniciado
GO,Jesúpolis,Municipal,Não iniciado
GO,Joviânia,Municipal,Não iniciado
GO,Jussara,Municipal,Não iniciado
GO,Lagoa Santa,Municipal,Não iniciado
GO,Leopoldo de Bulhões,Municipal,Não iniciado
GO,Luziânia,Municipal,Não iniciado
GO,Mairipotaba,Municipal,Não iniciado
GO,Mambaí,Municipal,Não iniciado
GO,Mara Rosa,Municipal,Não iniciado
GO,Marzagão,Municipal,Não iniciado
GO,Matrinchã,Municipal,Não iniciado
GO,Maurilândia,Municipal,Não iniciado
GO,Mimoso de Goiás,Municipal,Não iniciado
GO,Minaçu,Municipal,Não iniciado
GO,Mineiros,Municipal,Não iniciado
GO,Moiporá,Municipal,Não iniciado
GO,Monte Alegre de Goiás,Municipal,Não iniciado
GO,Montes Claros de Goiás,Municipal,Não iniciado
GO,Montividiu,Municipal,Não iniciado
GO,Montividiu do Norte,Municipal,Não iniciado
GO,Morrinhos,Municipal,Não iniciado
GO,Morro Agudo de Goiás,Municipal,Não iniciado
GO,Mossâmedes,Municipal,Não iniciado
GO,Mozarlândia,Municipal,Não iniciado
GO,Mundo Novo,Municipal,Não iniciado
GO,Mutunópolis,Municipal,Não iniciado
GO,Nazário,Municipal,Não iniciado
GO,Nerópolis,Municipal,Não iniciado
GO,Niquelândia,Municipal,Não iniciado
GO,Nova América,Municipal,Não iniciado
GO,Nova Aurora,Municipal,Não iniciado
GO,Nova Crixás,Municipal,Não iniciado
GO,Nova Glória,Municipal,Não iniciado
GO,Nova Iguaçu de Goiás,Municipal,Não iniciado
GO,Nova Roma,Municipal,Não iniciado
GO,Nova Veneza,Municipal,Não iniciado
GO,Novo Brasil,Municipal,Não iniciado
GO,Novo Gama,Municipal,Não iniciado
GO,Novo Planalto,Municipal,Não iniciado
GO,Orizona,Municipal,Não iniciado
GO,Ouro Verde de Goiás,Municipal,Não iniciado
GO,Ouvidor,Municipal,Não iniciado
GO,Padre Bernardo,Municipal,Não iniciado
GO,Palestina de Goiás,Municipal,Não iniciado
GO,Palmeiras de Goiás,Municipal,Não iniciado
GO,Palmelo,Municipal,Não iniciado
GO,Palminópolis,Municipal,Não iniciado
GO,Panamá,Municipal,Não iniciado
GO,Paranaiguara,Municipal,Não iniciado
GO,Paraúna,Municipal,Não iniciado
GO,Perolândia,Municipal,Não iniciado
GO,Petrolina de Goiás,Municipal,Não iniciado
GO,Pilar de Goiás,Municipal,Não iniciado
GO,Piracanjuba,Municipal,Não iniciado
GO,Piranhas,Municipal,Não iniciado
GO,Pirenópolis,Municipal,Não iniciado
GO,Pires do Rio,Municipal,Não iniciado
GO,Planaltina,Municipal,Não iniciado
GO,Pontalina,Municipal,Não iniciado
GO,Porangatu,Municipal,Não iniciado
GO,Porteirão,Municipal,Não iniciado
GO,Portelândia,Municipal,Não iniciado
GO,Posse,Municipal,Não iniciado
GO,Professor Jamil,Municipal,Não iniciado
GO,Quirinópolis,Municipal,Não iniciado
GO,Rialma,Municipal,Não iniciado
GO,Rianápolis,Municipal,Não iniciado
GO,Rio Quente,Municipal,Não iniciado
GO,Rio Verde,Municipal,Não iniciado
GO,Rubiataba,Municipal,Não iniciado
GO,Sanclerlândia,Municipal,Não iniciado
GO,Santa Bárbara de Goiás,Municipal,Não iniciado
GO,Santa Cruz de Goiás,Municipal,Não iniciado
GO,Santa Fé de Goiás,Municipal,Não iniciado
GO,Santa Helena de Goiás,Municipal,Não iniciado
GO,Santa Isabel,Municipal,Não iniciado
GO,Santa Rita do Araguaia,Municipal,Não iniciado
GO,Santa Rita do Novo Destino,Municipal,Não iniciado
GO,Santa Rosa de Goiás,Municipal,Não iniciado
GO,Santa Tereza de Goiás,Municipal,Não iniciado
GO,Santa Terezinha de Goiás,Municipal,Não iniciado
GO,Santo Antônio da Barra,Municipal,Não iniciado
GO,Santo Antônio de Goiás,Municipal,Não iniciado
GO,Santo Antônio do Descoberto,Municipal,Não iniciado
GO,São Domingos,Municipal,Não iniciado
GO,São Francisco de Goiás,Municipal,Não iniciado
GO,São João d'Aliança,Municipal,Não iniciado
GO,São João da Paraúna,Municipal,Não iniciado
GO,São Luís de Montes Belos,Municipal,Não iniciado
GO,São Luíz do Norte,Municipal,Não iniciado
GO,São Miguel do Araguaia,Municipal,Não iniciado
GO,São Miguel do Passa Quatro,Municipal,Não iniciado
GO,São Patrício,Municipal,Não iniciado
GO,São Simão,Municipal,Não iniciado
GO,Senador Canedo,Municipal,Não iniciado
GO,Serranópolis,Municipal,Não iniciado
GO,Silvânia,Municipal,Não iniciado
GO,Simolândia,Municipal,Não iniciado
GO,Sítio d'Abadia,Municipal,Não iniciado
GO,Taquaral de Goiás,Municipal,Não iniciado
